SpID,Specode,Tribe,BeeGenusID,GenusName,Subgenus,Species Group,Species,Subspecies,Questionable ID,Species Notes,Author,Date,Parentheses,Synonyms,Diet,Notes,Interest
2115,"hoplbullifacies",524,57,"Hoplitis","(Hoplitina)",,"bullifacies",,0,,"Michener",,,,,,0
2116,"hoplbunocephala",524,57,"Hoplitis","(Hoplitina)",,"bunocephala",,0,,"Michener",,,,,,0
2117,"hoplhowardi",524,57,"Hoplitis","(Hoplitina)",,"howardi",,0,,"(Cockerell)",,,,,,0
2118,"hopllinsdalei",524,57,"Hoplitis","(Hoplitina)",,"linsdalei",,0,,"Michener",,,,,,0
2119,"hoplmojavensis",524,57,"Hoplitis","(Hoplitina)",,"mojavensis",,0,,"(Michener)",,,,,,0
2120,"hopltorchioi",524,57,"Hoplitis","(Hoplitina)",,"torchioi",,0,,"(Parker)",,,,,,0
2121,"hoplviridimican",524,57,"Hoplitis","(Monumetha)",,"viridimicans",,0,,"(Cockerell)",,,,,,0
2122,"hoplalbifrons",524,57,"Hoplitis","(Monumetha)",,"albifrons",,0,,,,,,,,0
2123,"hoplalbifron;al",524,57,"Hoplitis","(Monumetha)",,"albifrons","albifrons",0,,"(Kirby)",,,,,,0
2124,"hoplalbifron;ar",524,57,"Hoplitis","(Monumetha)",,"albifrons","argentifrons",0,,"Cresson 1864",,,,,,0
2125,"hoplalbifron;mr",524,57,"Hoplitis","(Monumetha)",,"albifrons","maura",0,,"Cresson 1878",,,,,,0
2126,"hoplcylindrica",524,57,"Hoplitis","(Monumetha)",,"cylindrica",,0,,"(Cresson)",,,,,,0
2127,"hoplfulgida;fl",524,57,"Hoplitis","(Monumetha)",,"fulgida","fulgida",0,,"(Cresson)",,,,,,0
2128,"hoplfulgida;pl",524,57,"Hoplitis","(Monumetha)",,"fulgida","platyura",0,,"(Cockerell)",,,,,,0
2129,"hopllouisae",524,57,"Hoplitis","(Monumetha)",,"louisae",,0,,"(Cockerell)",,,,,,0
2294,"dialarcanus",320,59,"Lasioglossum","(Dialictus)",,"arcanus",,0,,"(Sandhouse)","1924",,,,,0
2295,"dialapopkensis",320,59,"Lasioglossum","(Dialictus)",,"apopkensis",,0,,"(Robertson)","1892",,,,,0
2296,"dialactuarius",320,59,"Lasioglossum","(Dialictus)",,"actuarius",,0,,"(Sandhouse)","1924",,,,,0
2297,"dialapertus",320,59,"Lasioglossum","(Dialictus)",,"apertus",,0,,"(Sandhouse)","1924",,,,,0
2298,"dialadmirandus",320,59,"Lasioglossum","(Dialictus)",,"admirandus",,0,,"(Sandhouse)","1924",,,,,0
2299,"dialalternatus",320,59,"Lasioglossum","(Dialictus)",,"alternatus",,0,,"Mitchell","1960",,,,,0
2300,"dialalius",320,59,"Lasioglossum","(Dialictus)",,"alius",,0,,"(Sandhouse)","1924",,,,,0
2301,"dialalbuquerque",320,59,"Lasioglossum","(Dialictus)",,"albuquerquensis",,0,,"(Michener)","1937",,,,,0
2302,"dialalbitarsis",320,59,"Lasioglossum","(Dialictus)",,"albitarsis",,0,,"(Cresson)","1872",,,,,0
2303,"dialalachuensis",320,59,"Lasioglossum","(Dialictus)",,"alachuensis",,0,,"Mitchell","1960",,,,,0
2304,"dialbasilicus",320,59,"Lasioglossum","(Dialictus)",,"basilicus",,0,,"(Sandhouse)","1924",,,,,0
2305,"dialapocyni",320,59,"Lasioglossum","(Dialictus)",,"apocyni",,0,,"Mitchell","1960",,,,,0
2306,"dialpensitus",320,59,"Lasioglossum","(Dialictus)",,"pensitus",,0,,"(Sandhouse)","1924",,,,,0
2307,"dialnigroviridi",320,59,"Lasioglossum","(Dialictus)",,"nigroviridis",,0,,"(Graenicher)","1910",,,,,0
2308,"dialnovascotiae",320,59,"Lasioglossum","(Dialictus)",,"novascotiae",,0,,"Mitchell","1960",,,,,0
2309,"dialnymphaearum",320,59,"Lasioglossum","(Dialictus)",,"nymphaearum",,0,,"(Robertson)","1890",,,,,0
3211,"nomaedwardsi;vn",615,80,"Nomada","(Holonomada)",,"edwardsii","vinnula",0,,"Cresson","1879",,,"p",,0
3212,"nomahenningeri",615,80,"Nomada","(Holonomada)",,"henningeri",,0,,"Evans","1972",,,"p",,0
3213,"nomaaffabili;dl",615,80,"Nomada","(Holonomada)",,"affabilis","dallasensis",0,,"Cockerell","1911",,,"p",,0
3214,"nomaaffabili;af",615,80,"Nomada","(Holonomada)",,"affabilis","affabilis",0,,"Cresson","1878",,,"p",,0
3215,"nomaparkeri",615,80,"Nomada","(Holonomada)",,"parkeri",,0,,"Evans","1972",,,"p",,0
3216,"nomapecosensis",615,80,"Nomada","(Holonomada)",,"pecosensis",,0,,"Cockerell","1903",,,"p",,0
3217,"nomarhodotricha",615,80,"Nomada","(Holonomada)",,"rhodotricha",,0,,"Cockerell","1903",,,"p",,0
3218,"nomasuperba;ml",615,80,"Nomada","(Holonomada)",,"superba","malvastri",0,,"Swenk","1913",,,"p",,0
3219,"nomasuperba;sp",615,80,"Nomada","(Holonomada)",,"superba","superba",0,,"Cresson","1863",,,"p",,0
3220,"nomaholonomnsp2",615,80,"Nomada","(Holonomada)",,"(Holonomada) n. sp. 2",,0,,,,,,"p",,0
3221,"nomaedwardsii",615,80,"Nomada","(Holonomada)",,"edwardsii",,0,,"Cresson","1878",,,"p",,0
3222,"nomaedwardsi;ed",615,80,"Nomada","(Holonomada)",,"edwardsii","edwardsii",0,,"Cresson","1878",,,"p",,0
3223,"nomahemphilli",615,80,"Nomada","(Holonomada)",,"hemphilli",,0,,"Cockerell","1903",,,"p",,0
3224,"nomahesperia;fl",615,80,"Nomada","(Laminomada)",,"hesperia","falconis",0,,"Rodeck","1947",,,"p",,0
3225,"nomahesperia",615,80,"Nomada","(Laminomada)",,"hesperia",,0,,"Cockerell","1903",,,"p",,0
3226,"nomahesperia;hs",615,80,"Nomada","(Laminomada)",,"hesperia","hesperia",0,,"Cockerell","1903",,,"p",,0
3814,"perdalbipenn;hl",225,91,"Perdita","(Cockerellia)",,"albipennis","heliophila",0,,"Cockerell","1916",,,,,0
3815,"perdalbipenn;pl",225,91,"Perdita","(Cockerellia)",,"albipennis","pallidipennis",0,,"Graenicher","1910",,,,,0
3816,"perdautumnalis",225,91,"Perdita","(Cockerellia)",,"autumnalis",,0,,"Timberlake","1977",,,,,0
3817,"perdbeata",225,91,"Perdita","(Cockerellia)",,"beata",,0,,"Cockerell","1895",,,,,0
3818,"perdbeata;bt",225,91,"Perdita","(Cockerellia)",,"beata","beata",0,,"Cockerell","1895",,,,,0
3819,"perdbequaerti",225,91,"Perdita","(Cockerellia)",,"bequaerti",,0,,"Viereck","1917",,,,,0
3820,"perdbequaert;bq",225,91,"Perdita","(Cockerellia)",,"bequaerti","bequaerti",0,,"Viereck","1917",,,,,0
3821,"perdbequaert;in",225,91,"Perdita","(Cockerellia)",,"bequaerti","indianensis",0,,"Cockerell","1922",,,,,0
3822,"perdbohartorumC",225,91,"Perdita","(Cockerellia)",,"bohartorum Parker",,0,,"Parker","1983",,,,,0
3823,"perdcoreopsidis",225,91,"Perdita","(Cockerellia)",,"coreopsidis",,0,,"Cockerell","1906",,,,,0
3824,"perdcoreopsi;cl",225,91,"Perdita","(Cockerellia)",,"coreopsidis","collaris",0,,"Cockerell","1916",,,,,0
3825,"perdcoreopsi;cr",225,91,"Perdita","(Cockerellia)",,"coreopsidis","coreopsidis",0,,"Cockerell","1906",,,,,0
3826,"perdcoreopsi;kn",225,91,"Perdita","(Cockerellia)",,"coreopsidis","kansensis",0,,"Timberlake","1954",,,,,0
3827,"perdcoreopsi;ob",225,91,"Perdita","(Cockerellia)",,"coreopsidis","obscurior",0,,"Timberlake","1953",,,,,0
3828,"perdfracticinct",225,91,"Perdita","(Cockerellia)",,"fracticincta",,0,,"Timberlake","1953",,,,,0
3829,"perdhilaris",225,91,"Perdita","(Cockerellia)",,"hilaris",,0,,"Timberlake","1968",,,,,0
4394,"perdcrandalli",225,91,"Perdita","(Perdita) ventralis gr.",,"crandalli",,0,,"Timberlake","1962",,,,,0
4395,"perddasylirii",225,91,"Perdita","(Perdita) ventralis gr.",,"dasylirii",,0,,"Cockerell","1907",,,,,0
4396,"perddimidiata",225,91,"Perdita","(Perdita) ventralis gr.",,"dimidiata",,0,,"Timberlake","1962",,,,,0
4397,"perddistans",225,91,"Perdita","(Perdita) ventralis gr.",,"distans",,0,,"Timberlake","1962",,,,,0
4398,"perderythropyga",225,91,"Perdita","(Perdita) ventralis gr.",,"erythropyga",,0,,"Timberlake","1962",,,,,0
4399,"perdeuphorbiana",225,91,"Perdita","(Perdita) ventralis gr.",,"euphorbiana",,0,,"(ms)",,,,,,0
4400,"perdexilis",225,91,"Perdita","(Perdita) ventralis gr.",,"exilis",,0,,"Timberlake","1962",,,,,0
4401,"perdfulvicauda",225,91,"Perdita","(Perdita) ventralis gr.",,"fulvicauda",,0,,"Timberlake","1962",,,,,0
4402,"perdgentilis",225,91,"Perdita","(Perdita) ventralis gr.",,"gentilis",,0,,"Timberlake","1962",,,,,0
4403,"perdglabrella",225,91,"Perdita","(Perdita) ventralis gr.",,"glabrella",,0,,"Timberlake","1968",,,,,0
4404,"perdglabrescens",225,91,"Perdita","(Perdita) ventralis gr.",,"glabrescens",,0,,"Timberlake","1962",,,,,0
4405,"perdgrandiceps",225,91,"Perdita","(Perdita) ventralis gr.",,"grandiceps",,0,,"Cockerell","1896",,,,,0
4406,"perdholoxantha",225,91,"Perdita","(Perdita) ventralis gr.",,"holoxantha",,0,,"Timberlake","1962",,,,,0
4407,"perdinornata",225,91,"Perdita","(Perdita) ventralis gr.",,"inornata",,0,,"Timberlake","1962",,,,,0
4408,"perdjucunda",225,91,"Perdita","(Perdita) ventralis gr.",,"jucunda",,0,,"Timberlake","1962",,,,,0
1043,"centruthannae",643,23,"Centris","(Acritocentris)",,"ruthannae",,0,,"Snelling","1966",,,,,0
1044,"centsatana",643,23,"Centris","(Acritocentris)",,"satana",,0,,"Snelling",,,,,,0
1045,"centdecolorata",643,23,"Centris","(Centris)",,"decolorata",,0,,"Lepeletier","1841",,,,,0
1046,"centeisenii",643,23,"Centris","(Centris)",,"eisenii",,0,,"Fox","1894",,,,,0
1047,"centerrans",643,23,"Centris","(Centris)",,"errans",,0,,"Fox",,,,,,0
1048,"centtransversa",643,23,"Centris","(Heterocentris)",,"transversa",,0,,"Perez","1905",,,,,0
1049,"centangustifron",643,23,"Centris","(Paracentris)",,"angustifrons",,0,,"Snelling","1966",,,,,0
1050,"centaterrima",643,23,"Centris","(Paracentris)",,"aterrima",,0,,"Smith","1854",,,,,0
1051,"centcaesalpinia",643,23,"Centris","(Paracentris)",,"caesalpiniae",,0,,"Cockerell","1897",,,,,0
1052,"centlanosa",643,23,"Centris","(Paracentris)",,"lanosa",,0,,"Cresson","1872",,,,,0
1053,"centmexicana",643,23,"Centris","(Paracentris)",,"mexicana",,0,,"Smith","1854",,,,,0
1054,"centzacateca",643,23,"Centris","(Paracentris)",,"zacateca",,0,,"Snelling","1966",,,,,0
1055,"centatripes",643,23,"Centris","(Paracentris)",,"atripes",,0,,"Mocsary","1899",,,,,0
1056,"centcockerelli",643,23,"Centris","(Paracentris)",,"cockerelli",,0,,"Fox","1899",,,,,0
1057,"centrhodopus",643,23,"Centris","(Paracentris)",,"rhodopus",,0,,"Cockerell","1897",,,,,0
1058,"centcalifornica",643,23,"Centris","(Xerocentris)",,"californica",,0,,"Timberlake","1940",,,,,0
1059,"centrhodomelas",643,23,"Centris","(Xerocentris)",,"rhodomelas",,0,,"Timberlake","1940",,,,,0
1060,"centtiburonensi",643,23,"Centris","(Xerocentris)",,"tiburonensis",,0,,"Cockerell","1923",,,,,0
1061,"centhoffmansegg",643,23,"Centris","(Xerocentris)",,"hoffmanseggiae",,0,,"Cockerell","1897",,,,,0
1062,"centpallida",643,23,"Centris","(Xerocentris)",,"pallida",,0,,"Fox","1899",,,,,0
1063,"ceraaffnanula",631,24,"Ceratina",,,"aff. nanula",,0,,,,,,,,0
1064,"ceratinasp",631,24,"Ceratina",,,"sp.",,0,,,,,,,,0
1065,"cerasp",631,24,"Ceratina",,,"sp.",,0,,,,,,,,0
1066,"ceracockerelli",631,24,"Ceratina","(Ceratina)",,"cockerelli",,0,,"Smith","1907",,,,,0
1067,"ceraarizonensis",631,24,"Ceratina","(Ceratina)",,"arizonensis",,0,,"Cockerell","1898",,,,,1
1068,"ceradallatorrea",631,24,"Ceratina","(Euceratina)",,"dallatorreana",,0,,"Friese","1896",,,,,1
1069,"ceramelanoptera",631,24,"Ceratina","(Zadontomerus)",,"melanoptera",,0,,"Cockerell","1924",,,,,0
1070,"ceratexana",631,24,"Ceratina","(Zadontomerus)",,"texana",,0,,"Daly","1973",,,,,0
1071,"ceramicheneri",631,24,"Ceratina","(Zadontomerus)",,"micheneri",,0,,"Daly","1973",,,,,0
1072,"ceradupla",631,24,"Ceratina","(Zadontomerus)",,"dupla",,0,,"Say","1837",,,,,0
1073,"ceradiodonta",631,24,"Ceratina","(Zadontomerus)",,"diodonta",,0,,"Smith","1907",,,,,0
1074,"ceracalcarata",631,24,"Ceratina","(Zadontomerus)",,"calcarata",,0,,"Robertson","1900",,,,,0
1075,"cerashinnersi",631,24,"Ceratina","(Zadontomerus)",,"shinnersi",,0,,"Daly","1973",,,,,0
1076,"cerazadontomnsp",631,24,"Ceratina","(Zadontomerus)",,"n.sp.",,0,,,,,,,,0
1077,"ceraacantha",631,24,"Ceratina","(Zadontomerus)",,"acantha",,0,,"Provancher","1895",,,,,1
1078,"ceraaffacantha",631,24,"Ceratina","(Zadontomerus)",,"aff. acantha",,0,,,,,,,,0
1079,"ceraaffapacheor",631,24,"Ceratina","(Zadontomerus)",,"aff. apacheorum",,0,,,,,,,,0
1080,"ceraafftimberla",631,24,"Ceratina","(Zadontomerus)",,"aff. timberlakei",,0,,,,,,,,0
1081,"ceraapacheorum",631,24,"Ceratina","(Zadontomerus)",,"apacheorum",,0,,"Daly","1973",,,,,0
1082,"cerahurdi",631,24,"Ceratina","(Zadontomerus)",,"hurdi",,0,,"Daly","1973",,,,,0
1083,"cerananula",631,24,"Ceratina","(Zadontomerus)",,"nanula",,0,,"Cockerell","1897",,,,,1
1084,"ceraneomexicana",631,24,"Ceratina","(Zadontomerus)",,"neomexicana",,0,,"Cockerell","1901",,,,,0
1085,"cerapacifica",631,24,"Ceratina","(Zadontomerus)",,"pacifica",,0,,"Smith","1907",,,,,0
1086,"cerapunctigena",631,24,"Ceratina","(Zadontomerus)",,"punctigena",,0,,"Cockerell","1916",,,,,0
1087,"cerasequoiae",631,24,"Ceratina","(Zadontomerus)",,"sequoiae",,0,,"Michener","1936",,,,,0
1088,"cerastrenua",631,24,"Ceratina","(Zadontomerus)",,"strenua",,0,,"Smith","1907",,,,,0
1089,"ceratejonensis",631,24,"Ceratina","(Zadontomerus)",,"tejonensis",,0,,"Cresson","1864",,,,,0
1090,"ceratimberlakei",631,24,"Ceratina","(Zadontomerus)",,"timberlakei",,0,,"Daly","1973",,,,,1
1091,"chelbernardinum",524,26,"Chelostoma","(Chelostoma)",,"bernardinum",,0,,"Michener",,,,,,0
1092,"cheltetramerum",524,26,"Chelostoma","(Chelostoma)",,"tetramerum",,0,,"Michener",,,,,,0
1093,"chelaffminutnsp",524,26,"Chelostoma","(Chelostoma)",,"aff. minutum n. sp.",,0,,,,,,,,0
1094,"chelcalifornicu",524,26,"Chelostoma","(Chelostoma)",,"californicum",,0,,"Cresson",,,,,,0
1095,"chelcockerelli",524,26,"Chelostoma","(Chelostoma)",,"cockerelli",,0,,"Michener",,,,,,0
1096,"chelincisulum",524,26,"Chelostoma","(Chelostoma)",,"incisulum",,0,,"Michener",,,,,,0
1097,"chelmarginatum",524,26,"Chelostoma","(Chelostoma)",,"marginatum",,0,,,,,,,,0
1098,"chelmarginat;in",524,26,"Chelostoma","(Chelostoma)",,"marginatum","incisuloides",0,,"Michener",,,,,,0
1099,"chelmarginat;mr",524,26,"Chelostoma","(Chelostoma)",,"marginatum","marginatum",0,,"Michener",,,,,,0
1100,"chelminutum",524,26,"Chelostoma","(Chelostoma)",,"minutum",,0,,"Crawford",,,,,,0
1101,"chelnsp",524,26,"Chelostoma","(Chelostoma)",,"n.sp.",,0,,,,,,,,0
1102,"chelnsp?",524,26,"Chelostoma","(Chelostoma)",,"n.sp.",,1,,,,,,,,0
1103,"chelphaceliae",524,26,"Chelostoma","(Chelostoma)",,"phaceliae",,0,,"Michener",,,,,,0
1104,"chelsp",524,26,"Chelostoma","(Chelostoma)",,"sp.",,0,,,,,,,,0
1105,"chelphiladelphi",524,26,"Chelostoma","(Prochelostoma)",,"philadelphi",,0,,"(Robertson)",,,,,,0
1106,"coelasclepiadis",523,27,"Coelioxys",,,"asclepiadis",,0,,"Cockerell",,,,"p",,0
1107,,523,27,"Coelioxys",,,"sp.",,0,,,,,,"p",,0
1108,"coeldolichos",523,27,"Coelioxys","(Acrocoelioxys)",,"dolichos",,0,,"Fox",,,,"p",,0
1109,"coelmexicana",523,27,"Coelioxys","(Acrocoelioxys)",,"mexicana",,0,,"Cresson",,,,"p",,0
1110,"coelporterae",523,27,"Coelioxys","(Boreocoelioxys)",,"porterae",,0,,"Cockerell",,,,"p",,0
1111,"coelpratti",523,27,"Coelioxys","(Boreocoelioxys)",,"pratti",,0,,"Crawford",,,,"p",,0
1112,"coelboreocoelsp",523,27,"Coelioxys","(Boreocoelioxys)",,"(Boreocoelioxys) sp.",,0,,,,,,"p",,0
1113,"coelaffoctodent",523,27,"Coelioxys","(Boreocoelioxys)",,"aff. octodentata",,0,,,,,,,,0
1114,"coelbanksi",523,27,"Coelioxys","(Boreocoelioxys)",,"banksi",,0,,"Crawford",,,,"p",,0
1115,"coelbanks/insit",523,27,"Coelioxys","(Boreocoelioxys)",,"banksi/insita",,0,,,,,,"p",,0
1116,"coelfuneraria",523,27,"Coelioxys","(Boreocoelioxys)",,"funeraria",,0,,"Smith",,,,"p",,0
1117,"coelinsita",523,27,"Coelioxys","(Boreocoelioxys)",,"insita",,0,,"Cresson",,,,"p",,0
1118,"coelmoesta",523,27,"Coelioxys","(Boreocoelioxys)",,"moesta",,0,,"Cresson",,,,"p",,0
1119,"coelmoesta?",523,27,"Coelioxys","(Boreocoelioxys)",,"moesta?",,1,,,,,,"p",,0
1120,"coelnovomexican",523,27,"Coelioxys","(Boreocoelioxys)",,"novomexicana",,0,,"Cockerell",,,,"p",,0
1121,"coeloctodentata",523,27,"Coelioxys","(Boreocoelioxys)",,"octodentata",,0,,"Say",,,,"p",,0
1122,"coelrufitarsis",523,27,"Coelioxys","(Boreocoelioxys)",,"rufitarsis",,0,,"Smith",,,,"p",,0
1123,"coelsalinaria",523,27,"Coelioxys","(Boreocoelioxys)",,"salinaria",,0,,"Cockerell",,,,"p",,0
1124,"coelsayi",523,27,"Coelioxys","(Boreocoelioxys)",,"sayi",,0,,"Robertson",,,,"p",,0
1125,"coelcoelioxynsp",523,27,"Coelioxys","(Coelioxys)",,"(Coelioxys) n.sp.",,0,,,,,,"p",,0
1126,"coelaffhirsutis",523,27,"Coelioxys","(Coelioxys)",,"aff. hirsutissima",,0,,,,,,"p",,0
1127,"coelaffsodalis",523,27,"Coelioxys","(Coelioxys)",,"aff. sodalis",,0,,,,,,"p",,0
1128,"coelhirsutissim",523,27,"Coelioxys","(Coelioxys)",,"hirsutissima",,0,,"Cockerell",,,,"p",,0
1129,"coelimmaculata",523,27,"Coelioxys","(Coelioxys)",,"immaculata",,0,,"Cockerell",,,,"p",,0
1130,"coelmitchelli",523,27,"Coelioxys","(Coelioxys)",,"mitchelli",,0,,"Baker",,,,"p",,0
1131,"coelserricaudat",523,27,"Coelioxys","(Coelioxys)",,"serricaudata",,0,,"Baker",,,,"p",,0
1132,"coelsodalis",523,27,"Coelioxys","(Coelioxys)",,"sodalis",,0,,"Cresson",,,,"p",,0
1133,"coeldeani",523,27,"Coelioxys","(Cyrtocoelioxys)",,"deani",,0,,"Cockerell",,,,"p",,0
1134,"coelfloridana",523,27,"Coelioxys","(Cyrtocoelioxys)",,"floridana",,0,,"Cresson",,,,"p",,0
1135,"coelangelica",523,27,"Coelioxys","(Cyrtocoelioxys)",,"angelica",,0,,"Cockerell",,,,"p",,0
1136,"coelmodesta",523,27,"Coelioxys","(Cyrtocoelioxys)",,"modesta",,0,,"Smith",,,,"p",,0
1137,"coelobtusiventr",523,27,"Coelioxys","(Cyrtocoelioxys)",,"obtusiventris",,0,,"Crawford",,,,"p",,0
1138,"coelaffgilensis",523,27,"Coelioxys","(Cyrtocoelioxys)",,"aff. gilensis",,0,,,,,,"p",,0
1139,"coelgilensis",523,27,"Coelioxys","(Cyrtocoelioxys)",,"gilensis",,0,,"Cockerell",,,,"p",,0
1140,"coelgonaspis",523,27,"Coelioxys","(Cyrtocoelioxys)",,"gonaspis",,0,,"Cockerell",,,,"p",,0
1141,"coelscitula",523,27,"Coelioxys","(Cyrtocoelioxys)",,"scitula",,0,,"Cresson",,,,"p",,0
1142,"coeltiburonensi",523,27,"Coelioxys","(Cyrtocoelioxys)",,"tiburonensis",,0,,"Cockerell",,,,"p",,0
1143,"coelgermana",523,27,"Coelioxys","(Glyptocoelioxys)",,"germana",,0,,"Cresson",,,,"p",,0
1144,"coelmenthae",523,27,"Coelioxys","(Neocoelioxys)",,"menthae",,0,,"Cockerell",,,,"p",,0
1145,"coelslossoni;ar",523,27,"Coelioxys","(Neocoelioxys)",,"slossoni","arenicola",0,,"Crawford",,,,"p",,0
1146,"coelslossoni;sl",523,27,"Coelioxys","(Neocoelioxys)",,"slossoni","slossoni",0,,"Viereck",,,,"p",,0
1147,"coelalternata",523,27,"Coelioxys","(Synocoelioxys)",,"alternata",,0,,"Say",,,,"p",,0
1148,"coelapacheorum",523,27,"Coelioxys","(Synocoelioxys)",,"apacheorum",,0,,"Cockerell",,,,"p",,0
1149,"coelerysimi",523,27,"Coelioxys","(Synocoelioxys)",,"erysimi",,0,,"Cockerell",,,,"p",,0
1150,"coelhunteri",523,27,"Coelioxys","(Synocoelioxys)",,"hunteri",,0,,"Crawford",,,,"p",,0
1151,"coeltexana",523,27,"Coelioxys","(Synocoelioxys)",,"texana",,0,,"Cresson",,,,"p",,0
1152,"coelaperta",523,27,"Coelioxys","(Xerocoelioxys)",,"aperta",,0,,"Cresson",,,,"p",,0
1153,"coelbisoncornua",523,27,"Coelioxys","(Xerocoelioxys)",,"bisoncornua",,0,,"Hill",,,,"p",,0
1154,"coelboharti",523,27,"Coelioxys","(Xerocoelioxys)",,"boharti",,0,,"Mitchell",,,,"p",,0
1155,"coelnodis",523,27,"Coelioxys","(Xerocoelioxys)",,"nodis",,0,,"Baker",,,,"p",,0
1156,"coelpiercei",523,27,"Coelioxys","(Xerocoelioxys)",,"piercei",,0,,"Crawford",,,,"p",,0
1157,"coelsoledadensi",523,27,"Coelioxys","(Xerocoelioxys)",,"soledadensis",,0,,"Cockerell",,,,"p",,0
1158,"coeledita",523,27,"Coelioxys","(Xerocoelioxys)",,"edita",,0,,"Cresson",,,,"p",,0
1159,"coelgalactiae",523,27,"Coelioxys","(Xerocoelioxys)",,"galactiae",,0,,"Mitchell",,,,"p",,0
1160,"coelgrindeliae",523,27,"Coelioxys","(Xerocoelioxys)",,"grindeliae",,0,,"Cockerell",,,,"p",,0
1161,"coelmesae",523,27,"Coelioxys","(Xerocoelioxys)",,"mesae",,0,,"Cockerell",,,,"p",,0
1162,"collplatycnema",102,28,"Colletes",,,"platycnema",,0,,"Snelling","1975",,,,,0
1163,"collsp",102,28,"Colletes",,,"sp.",,0,,,,,,,,0
1164,"collsp1",102,28,"Colletes",,,"sp. 1",,0,,,,,,,,0
1165,"collsp16",102,28,"Colletes",,,"sp. 16",,0,,,,,,,,0
1166,"collaestivalis",102,28,"Colletes","aestivalis",,"aestivalis",,0,,"Patton","1879",,,,,0
1167,"collandrewsi",102,28,"Colletes","aestivalis",,"andrewsi",,0,,"Cockerell","1906",,,,,0
1168,"collaberrans",102,28,"Colletes","americanus",,"aberrans",,0,,"Cockerell","1897",,,,,0
1169,"collaffannae",102,28,"Colletes","americanus",,"aff. annae",,0,,,,,,,,0
1170,"collaffmandibul",102,28,"Colletes","americanus",,"aff. mandibularis",,0,,,,,,,,0
1171,"collaffmichene?",102,28,"Colletes","americanus",,"aff. micheneri",,1,,,,,,,,0
1172,"collaffochraceu",102,28,"Colletes","americanus",,"aff. ochraceus",,0,,,,,,,,0
1173,"collalbescens",102,28,"Colletes","americanus",,"albescens",,0,,"Cresson","1868",,,,,0
1174,"collamericanus",102,28,"Colletes","americanus",,"americanus",,0,,"Cresson","1868",,,,,0
1175,"collamericangrp",102,28,"Colletes","americanus",,"americanus group",,0,,,,,,,,0
1176,"collamerigrpnsp",102,28,"Colletes","americanus",,"americanus group n.sp.",,0,,,,,,,,0
1177,"collannae",102,28,"Colletes","americanus",,"annae",,0,,,,,,,,0
1178,"collannae;an",102,28,"Colletes","americanus",,"annae","annae",0,,"Cockerell","1897",,,,,0
1179,"collannae;ds",102,28,"Colletes","americanus",,"annae","disseptus",0,,"Timberlake","1951",,,,,0
1180,"collbradleyi",102,28,"Colletes","americanus",,"bradleyi",,0,,"Mitchell","1951",,,,,0
1181,"collgypsicolens",102,28,"Colletes","americanus",,"gypsicolens",,0,,"Cockerell","1897",,,,,0
1182,"collhowardi",102,28,"Colletes","americanus",,"howardi",,0,,"Swenk","1925",,,,,0
1183,"colllaticinctus",102,28,"Colletes","americanus",,"laticinctus",,0,,"Timberlake","1951",,,,,0
1184,"collmandibulari",102,28,"Colletes","americanus",,"mandibularis",,0,,"Smith","1853",,,,,0
1185,"collmicheneri",102,28,"Colletes","americanus",,"micheneri",,0,,"Stephen","1954",,,,,0
1186,"collmicheneri?",102,28,"Colletes","americanus",,"micheneri",,1,,,,,,,,0
1187,"collmitchelli",102,28,"Colletes","americanus",,"mitchelli",,0,,"Stephen","1954",,,,,0
1188,"collochraceus",102,28,"Colletes","americanus",,"ochraceus",,0,,"Swenk","1906",,,,,0
1189,"collsaritensis",102,28,"Colletes","americanus",,"saritensis",,0,,"Stephen","1954",,,,,0
1190,"collsolidaginis",102,28,"Colletes","americanus",,"solidaginis",,0,,"Swenk","1906",,,,,0
1191,"collsusannae",102,28,"Colletes","americanus",,"susannae",,0,,"Swenk","1925",,,,,0
1192,"colltectiventri",102,28,"Colletes","americanus",,"tectiventris",,0,,"Timberlake","1951",,,,,0
1193,"collthysanellae",102,28,"Colletes","americanus",,"thysanellae",,0,,"Mitchell","1951",,,,,0
1194,"collwilmattae",102,28,"Colletes","americanus",,"wilmattae",,0,,"Cockerell","1904",,,,,0
1195,"collaridus",102,28,"Colletes","aridus",,"aridus",,0,,"Stephen","1954",,,,,0
1196,"collbeamerorum",102,28,"Colletes","ciliatus",,"beamerorum",,0,,"Stephen","1954",,,,,0
1197,"collciliatoides",102,28,"Colletes","ciliatus",,"ciliatoides",,0,,"Stephen","1954",,,,,0
1198,"collciliatus",102,28,"Colletes","ciliatus",,"ciliatus",,0,,"Patton","1879",,,,,0
1199,"collcompactu;cm",102,28,"Colletes","compactus",,"compactus","compactus",0,,"Cresson","1868",,,,,0
1200,"collcompactus",102,28,"Colletes","compactus",,"compactus",,0,,,,,,,,0
1201,"collcompactu;hs",102,28,"Colletes","compactus",,"compactus","hesperius",0,,"Swenk","1906",,,,,0
1202,"colltexanus;cr",102,28,"Colletes","consors",,"texanus","crawford",0,,"Swenk","1906",,,,,0
1203,"colltexanus;tx",102,28,"Colletes","consors",,"texanus","texanus",0,,"Cresson","1872",,,,,0
1204,"collxerophil;xr",102,28,"Colletes","consors",,"xerophilus","xerophilus",0,,"Timberlake","1951",,,,,0
